Unnamed: 0,Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Student ID_category,Well versed with the subject_category,Explains concepts in an understandable way_category,Use of presentations_category,Degree of difficulty of assignments_category,Solves doubts willingly_category,Structuring of the course_category,Provides support for students going above and beyond_category,Course recommendation based on relevance_category
887,872,6,10,8,8,2,2,1,4,High,Medium,High,High,High,Low,Low,Low,Low
888,116,8,5,6,3,5,3,1,9,High,High,Medium,Medium,Low,Medium,Low,Low,High
889,308,9,10,7,10,3,2,10,9,High,High,High,Medium,High,Low,Low,High,High
890,698,5,9,6,3,6,9,9,9,High,Medium,High,Medium,Low,Medium,High,High,High
891,622,9,10,7,7,6,2,8,4,High,High,High,Medium,Medium,Medium,Low,High,Low
892,103,9,6,4,6,1,3,10,6,High,High,Medium,Low,Medium,Low,Low,High,Medium
893,464,5,4,8,6,4,10,1,6,High,Medium,Low,High,Medium,Low,High,Low,Medium
894,870,10,4,6,3,8,2,3,7,High,High,Low,Medium,Low,High,Low,Low,Medium
895,351,8,5,8,10,1,9,7,7,High,High,Medium,High,High,Low,High,Medium,Medium
896,628,10,10,4,7,1,7,3,9,High,High,High,Low,Medium,Low,Medium,Low,High
897,33,8,5,6,1,8,7,7,2,High,High,Medium,Medium,Low,High,Medium,Medium,Low
898,972,7,9,4,1,1,2,1,10,High,Medium,High,Low,Low,Low,Low,Low,High
899,535,5,10,5,9,9,8,1,9,High,Medium,High,Medium,High,High,High,Low,High
900,959,8,4,5,5,10,7,3,2,High,High,Low,Medium,Medium,High,Medium,Low,Low
901,794,10,4,4,8,6,8,6,9,High,High,Low,Low,High,Medium,High,Medium,High
902,313,5,7,7,3,7,10,1,1,High,Medium,Medium,Medium,Low,Medium,High,Low,Low
903,127,5,8,4,9,7,7,7,6,High,Medium,High,Low,High,Medium,Medium,Medium,Medium
904,245,10,6,4,9,9,2,7,7,High,High,Medium,Low,High,High,Low,Medium,Medium
905,773,9,5,8,9,1,10,4,8,High,High,Medium,High,High,Low,High,Low,High
906,69,8,6,6,1,9,1,9,7,High,High,Medium,Medium,Low,High,Low,High,Medium
907,141,8,6,6,5,4,9,5,2,High,High,Medium,Medium,Medium,Low,High,Medium,Low
908,139,8,3,4,10,6,1,1,5,High,High,Low,Low,High,Medium,Low,Low,Medium
909,398,6,9,6,10,7,4,5,9,High,Medium,High,Medium,High,Medium,Low,Medium,High
910,889,7,6,8,6,6,6,7,10,High,Medium,Medium,High,Medium,Medium,Medium,Medium,High
911,995,6,7,8,3,7,7,8,7,High,Medium,Medium,High,Low,Medium,Medium,High,Medium
912,757,9,5,7,9,7,8,9,1,High,High,Medium,Medium,High,Medium,High,High,Low
913,783,5,2,8,2,8,5,7,3,High,Medium,Low,High,Low,High,Medium,Medium,Low
914,420,5,8,8,6,2,4,10,3,High,Medium,High,High,Medium,Low,Low,High,Low
915,790,7,5,6,2,3,1,6,6,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium
916,592,7,2,7,10,8,9,5,1,High,Medium,Low,Medium,High,High,High,Medium,Low
917,978,6,5,8,9,6,6,2,9,High,Medium,Medium,High,High,Medium,Medium,Low,High
918,735,6,4,6,1,7,6,1,5,High,Medium,Low,Medium,Low,Medium,Medium,Low,Medium
919,731,5,10,6,9,5,10,5,2,High,Medium,High,Medium,High,Medium,High,Medium,Low
920,932,6,6,4,5,5,3,6,1,High,Medium,Medium,Low,Medium,Medium,Low,Medium,Low
921,497,6,4,8,4,6,10,1,6,High,Medium,Low,High,Low,Medium,High,Low,Medium
922,813,8,10,5,8,4,7,5,2,High,High,High,Medium,High,Low,Medium,Medium,Low
923,2,10,2,7,3,10,4,4,7,Low,High,Low,Medium,Low,High,Low,Low,Medium
924,649,9,2,6,10,4,9,4,2,High,High,Low,Medium,High,Low,High,Low,Low
925,455,8,5,4,2,7,4,1,2,High,High,Medium,Low,Low,Medium,Low,Low,Low
926,593,5,3,5,3,9,10,9,9,High,Medium,Low,Medium,Low,High,High,High,High
927,206,10,8,5,4,8,9,10,6,High,High,High,Medium,Low,High,High,High,Medium
928,847,7,10,5,7,1,9,10,4,High,Medium,High,Medium,Medium,Low,High,High,Low
929,233,8,7,7,7,9,2,8,2,High,High,Medium,Medium,Medium,High,Low,High,Low
930,87,5,10,8,4,8,10,1,9,High,Medium,High,High,Low,High,High,Low,High
931,333,6,3,7,6,9,9,9,1,High,Medium,Low,Medium,Medium,High,High,High,Low
932,738,8,2,5,7,2,7,6,5,High,High,Low,Medium,Medium,Low,Medium,Medium,Medium
933,350,5,6,6,1,8,7,10,10,High,Medium,Medium,Medium,Low,High,Medium,High,High
934,805,8,8,7,10,6,2,2,6,High,High,High,Medium,High,Medium,Low,Low,Medium
935,700,9,8,6,1,9,6,9,1,High,High,High,Medium,Low,High,Medium,High,Low
936,92,7,6,7,3,2,1,7,6,High,Medium,Medium,Medium,Low,Low,Low,Medium,Medium
937,68,5,5,8,8,7,6,10,4,High,Medium,Medium,High,High,Medium,Medium,High,Low
938,746,10,5,6,7,1,1,6,1,High,High,Medium,Medium,Medium,Low,Low,Medium,Low
939,741,7,9,7,3,10,8,10,5,High,Medium,High,Medium,Low,High,High,High,Medium
940,581,9,10,8,2,5,6,7,10,High,High,High,High,Low,Medium,Medium,Medium,High
941,677,9,6,6,9,1,10,7,1,High,High,Medium,Medium,High,Low,High,Medium,Low
942,442,7,8,5,10,8,3,6,4,High,Medium,High,Medium,High,High,Low,Medium,Low
943,749,9,9,5,2,9,1,10,1,High,High,High,Medium,Low,High,Low,High,Low
944,25,5,6,4,10,4,1,8,3,High,Medium,Medium,Low,High,Low,Low,High,Low
945,936,6,7,6,4,1,8,4,10,High,Medium,Medium,Medium,Low,Low,High,Low,High
946,90,9,10,6,7,8,1,2,7,High,High,High,Medium,Medium,High,Low,Low,Medium
947,715,6,9,6,5,9,1,6,6,High,Medium,High,Medium,Medium,High,Low,Medium,Medium
948,240,9,9,7,10,5,7,1,6,High,High,High,Medium,High,Medium,Medium,Low,Medium
949,13,6,6,6,3,10,7,2,1,High,Medium,Medium,Medium,Low,High,Medium,Low,Low
950,126,7,4,6,4,1,5,2,1,High,Medium,Low,Medium,Low,Low,Medium,Low,Low
951,761,5,9,6,10,10,1,10,6,High,Medium,High,Medium,High,High,Low,High,Medium
952,302,8,4,6,7,1,4,1,8,High,High,Low,Medium,Medium,Low,Low,Low,High
953,650,8,4,7,9,10,2,8,3,High,High,Low,Medium,High,High,Low,High,Low
954,365,10,5,5,3,5,2,3,5,High,High,Medium,Medium,Low,Medium,Low,Low,Medium
955,905,5,9,6,8,10,2,1,1,High,Medium,High,Medium,High,High,Low,Low,Low
956,415,9,3,5,1,8,9,9,2,High,High,Low,Medium,Low,High,High,High,Low
957,397,10,7,8,6,6,6,2,6,High,High,Medium,High,Medium,Medium,Medium,Low,Medium
958,435,9,9,7,4,1,1,7,5,High,High,High,Medium,Low,Low,Low,Medium,Medium
959,945,9,3,8,2,4,9,1,1,High,High,Low,High,Low,Low,High,Low,Low
960,930,8,7,5,1,3,7,2,1,High,High,Medium,Medium,Low,Low,Medium,Low,Low
961,687,5,9,7,9,3,1,9,5,High,Medium,High,Medium,High,Low,Low,High,Medium
962,852,5,10,5,4,3,10,8,6,High,Medium,High,Medium,Low,Low,High,High,Medium
963,712,6,5,5,7,8,2,9,7,High,Medium,Medium,Medium,Medium,High,Low,High,Medium
964,470,6,10,6,6,7,1,1,2,High,Medium,High,Medium,Medium,Medium,Low,Low,Low
965,43,6,5,4,1,10,7,4,1,High,Medium,Medium,Low,Low,High,Medium,Low,Low
966,550,5,3,7,8,2,7,7,8,High,Medium,Low,Medium,High,Low,Medium,Medium,High
967,844,8,6,4,1,1,8,10,9,High,High,Medium,Low,Low,Low,High,High,High
968,150,6,5,8,5,2,10,1,6,High,Medium,Medium,High,Medium,Low,High,Low,Medium
969,168,6,3,8,2,8,10,7,3,High,Medium,Low,High,Low,High,High,Medium,Low
970,519,8,7,7,6,10,10,4,3,High,High,Medium,Medium,Medium,High,High,Low,Low
971,531,9,8,7,6,3,8,3,7,High,High,High,Medium,Medium,Low,High,Low,Medium
972,643,9,7,7,7,2,4,3,7,High,High,Medium,Medium,Medium,Low,Low,Low,Medium
973,428,6,9,4,4,8,6,2,5,High,Medium,High,Low,Low,High,Medium,Low,Medium
974,659,9,4,8,10,6,6,3,8,High,High,Low,High,High,Medium,Medium,Low,High
975,766,10,2,4,3,4,6,9,4,High,High,Low,Low,Low,Low,Medium,High,Low
976,732,9,2,6,9,4,2,10,10,High,High,Low,Medium,High,Low,Low,High,High
977,916,10,4,7,3,10,10,7,8,High,High,Low,Medium,Low,High,High,Medium,High
978,979,9,4,7,10,5,2,4,2,High,High,Low,Medium,High,Medium,Low,Low,Low
979,372,5,7,7,9,3,5,10,4,High,Medium,Medium,Medium,High,Low,Medium,High,Low
980,778,9,4,8,9,8,5,7,4,High,High,Low,High,High,High,Medium,Medium,Low
981,579,10,3,7,8,9,1,8,8,High,High,Low,Medium,High,High,Low,High,High
982,320,9,6,7,4,3,9,10,2,High,High,Medium,Medium,Low,Low,High,High,Low
983,645,5,9,6,6,8,5,10,8,High,Medium,High,Medium,Medium,High,Medium,High,High
984,5,6,7,4,2,3,8,10,7,Medium,Medium,Medium,Low,Low,Low,High,High,Medium
985,294,7,5,4,1,6,2,9,6,High,Medium,Medium,Low,Low,Medium,Low,High,Medium
986,117,8,2,5,10,5,4,3,2,High,High,Low,Medium,High,Medium,Low,Low,Low
987,555,9,2,8,7,2,1,3,10,High,High,Low,High,Medium,Low,Low,Low,High
988,29,6,9,5,1,6,10,4,5,High,Medium,High,Medium,Low,Medium,High,Low,Medium
989,259,8,3,8,9,7,4,10,7,High,High,Low,High,High,Medium,Low,High,Medium
990,47,8,4,4,9,10,10,2,6,High,High,Low,Low,High,High,High,Low,Medium
991,678,8,10,5,2,7,4,1,7,High,High,High,Medium,Low,Medium,Low,Low,Medium
992,543,8,2,4,9,3,3,3,4,High,High,Low,Low,High,Low,Low,Low,Low
993,908,5,2,5,3,2,10,4,8,High,Medium,Low,Medium,Low,Low,High,Low,High
994,586,8,2,4,9,8,8,7,7,High,High,Low,Low,High,High,High,Medium,Medium
995,98,9,9,7,2,3,3,8,4,High,High,High,Medium,Low,Low,Low,High,Low
996,55,8,7,6,2,5,7,7,9,High,High,Medium,Medium,Low,Medium,Medium,Medium,High
997,913,5,5,6,5,6,7,6,1,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
998,199,9,5,8,3,8,1,1,2,High,High,Medium,High,Low,High,Low,Low,Low
999,539,10,2,7,4,3,4,10,1,High,High,Low,Medium,Low,Low,Low,High,Low
1000,759,7,2,4,2,1,5,9,9,High,Medium,Low,Low,Low,Low,Medium,High,High
